Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2011,4617,"Merrill Lynch, Pierce, Fenner & Smith Inc.",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2011,4619,"Merrill Lynch, Pierce, Fenner & Smith Inc.",4 World Financial Ctr.,,New York,NY,10080,United States,212-449-1000,212-449-9856        ,,Y
2011,4747,"Merrill Lynch, Pierce, Fenner & Smith Inc.",4 World Financial Ctr.,,New York,NY,10080,United States,212-449-1000,212-449-9856      ,,Y
2011,4810,"Merrill Lynch, Pierce, Fenner & Smith Inc.",4 World Financial Ctr.,,New York,NY,10080,United States,212-449-1000,212-449-9856      ,,Y
2011,4848,"Merrill Lynch, Pierce, Fenner & Smith Inc.",4 World Financial Ctr.,,New York,NY,10080,United States,212-449-1000,212-449-9856      ,,Y
2012,4245,Mesirow Financial,353 N. Clark St.,,Chicago,IL,60654,United States,312-595-6000,            ,,Y
2012,4620,Mesirow Financial,350 N. Clark St.,,Chicago,IL,60610,United States,312-595-6000,312-595-4246      ,,Y
2012,4624,Mesirow Financial,353 N. Clark St.,,Chicago,IL,60654,United States,312-595-6000,            ,,Y
2011,4620,Mesirow Financial,350 N. Clark St.,,Chicago,IL,60610,United States,312-595-6000,312-595-4246      ,,Y
2011,4624,Mesirow Financial,353 N. Clark St.,,Chicago,IL,60654,United States,312-595-6000,            ,,Y
2011,4779,Mesirow Financial,350 N. Clark St.,,Chicago,IL,60610,United States,312-595-6000,312-595-6988      ,,Y
2015,7344,"Mesirow Financial, Inc.",353 N. Clark Street,,Chicago,IL,60654,United States,312-595-6242,312-595-6988,01/15/2013,Y
2014,7344,"Mesirow Financial, Inc.",353 N. Clark Street,,Chicago,IL,60654,United States,312-595-6242,312-595-6988,01/15/2013,Y
2013,7343,"Mesirow Financial, Inc.",353 N. Clark Street,,Chicago,IL,60654,United States,312-595-6467,312-595-6988,01/15/2013,Y
2013,7344,"Mesirow Financial, Inc.",353 N. Clark Street,,Chicago,IL,60654,United States,312-595-6242,312-595-6988,01/15/2013,Y
2013,7345,"Mesirow Financial, Inc.",353 N. Clark Street,,Chicago,IL,60654,United States,312-595-6242,312-595-6988,01/15/2013,Y
2013,7347,"Mesirow Financial, Inc.",353 N. Clark Street,,Chicago,IL,60654,United States,312-595-6000,312-595-7208,01/15/2013,Y
,6022,Metaphrasis,1147 West Ohio Street,Suite 306,Chicago,IL,60642,United States,815 464 1423 ,815 464 1747,09/12/2012,Y
2012,6021,Metaphrasis Language and Cultural Solutions,1147 West Ohio Street ,Suite 306,Chicago,IL,60642,United States,8154641423,8154641747,09/12/2012,Y
,6002,Metaphrasis Language and Cultural Solutions,1147 West Ohio Street,Suite 306,Chicago,IL,60642,United States,815 464 1423,815 464 1747,09/11/2012,Y
2015,9921,Metron-Farnier,5665 Airport Blvd,,Boulder,CO,80301,United States,720-641-5254,,01/02/2014,Y
2014,4981,Metron-Farnier,5665 Airport Blvd,,Boulder,CO,80301,United States,720-641-5254,303-449-1464,05/02/2012,Y
2013,4981,Metron-Farnier,5665 Airport Blvd,,Boulder,CO,80301,United States,720-641-5254,303-449-1464,05/02/2012,Y
2012,4981,Metron-Farnier,5665 Airport Blvd,,Boulder,CO,80301,United States,720-641-5254,303-449-1464,05/02/2012,Y
2015,4468,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197,312-906-6123      ,,Y
2015,12056,Metropolitan Chicago Healthcare Council,"222 S. Riverside Plaza, Ste. 1900",,Chicago,IL,60606,United States,312-906-6000,,01/06/2015,Y
2014,4468,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197,312-906-6123      ,,Y
2013,4468,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197,312-906-6123      ,,Y
2013,4477,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197,312-906-6123      ,,Y
2012,4468,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197,312-906-6123      ,,Y
2012,4477,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197,312-906-6123      ,,Y
2012,4518,Metropolitan Chicago Healthcare Council,"222 S. Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6000,312-993-0779      ,,Y
2011,4468,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197,312-906-6123      ,,Y
2011,4477,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197,312-906-6123      ,,Y
2011,4518,Metropolitan Chicago Healthcare Council,"222 S. Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6000,312-993-0779      ,,Y
,12055,Metropolitan Chicago Healthcare Council,"222 S Riverside Plaza, Suite 1900",,Chicago,IL,60606,United States,312-906-6197, 312-906-6123,01/06/2015,Y
2015,12401,Meyer Law Group LLC,30 N. LaSalle St.,Ste 1410,Chicago,IL,60602,United States,312-763-6223,312-888-3930,04/16/2015,Y
2015,12402,Meyer Law Group LLC,30 North LaSalle Street,Suite 1410,Chicago,IL,60602,United States,312-265-0565,,04/16/2015,Y
2015,12088,Michael Abramson,300 West Adams,Suite 409,Chicago,IL,60606,United States,312-876-7155,312-876-6255,01/17/2015,Y
2014,10387,Michael Abramson,300 W. Adams Street,Suite 409,Chicago,IL,60606,United States,312-876-7155,312-876-6255,01/21/2014,Y
,10386,Michael Abramson,120 S. Riverside Plaza  #1200,,Chicago,IL,60606,United States,312-876-7155,312-876-6255,01/21/2014,Y
2015,7021,Michael Alvarez,351 W Hubbard,Ste. 405,Chicago,IL,60654,United States,847-791-4105,,01/08/2013,Y
2014,7021,Michael Alvarez,351 W Hubbard,Ste. 405,Chicago,IL,60654,United States,847-791-4105,,01/08/2013,Y
2013,7021,Michael Alvarez,351 W Hubbard,Ste. 405,Chicago,IL,60654,United States,847-791-4105,,01/08/2013,Y
2012,4488,Michael Alvarez,6120 N. Kirkwood,,Chicago,IL,60646,United States,847-791-4105,           ,,Y
2011,4488,Michael Alvarez,6120 N. Kirkwood,,Chicago,IL,60646,United States,847-791-4105,           ,,Y
2012,6681,Michael Archey,1093 Chadwick Ct.,,Aurora,IL,0502,United States,312-415-0093,,11/28/2012,Y
2015,12093,Michael Ezgur,1030 W. Chicago Ave.,,Chicago,IL,60642,United States,3123273350,3123273315,01/19/2015,Y
2014,11741,Michael Ezgur,1030 W. Chicago Ave.,Third Floor,Chicago,IL,60642,United States,3123273350,3123273315,10/22/2014,Y
,10581,Michael Ezgur,217 N. Jefferson St,Suite 601,Chicago,IL,60661,United States,3123273350,3124660809,02/17/2014,Y
2011,4831,MicroSystems Automation Group,2785 Hartland Road,,Falls Church,VA,22043,United States,703-538-0807,703-538-0809   ,,Y
2014,6382,"Midwest Generation EME, LLC",500 W. Madison Street,Suite 2640,Chicago,IL,60661,United States,312-583-6024,312-583-4917      ,10/18/2012,Y
2013,6382,"Midwest Generation EME, LLC",500 W. Madison Street,Suite 2640,Chicago,IL,60661,United States,312-583-6024,312-583-4917      ,10/18/2012,Y
2012,4280,"Midwest Generation EME, LLC",440 S. LaSalle St. Suite 3500,,Chicago,IL,60605,United States,312-583-6032,312-583-4917      ,,Y
2012,4532,"Midwest Generation EME, LLC","440 S. LaSalle St., Suite 3500",,Chicago,IL,60605,United States,312-583-6024,312-583-4917      ,,Y
2012,6382,"Midwest Generation EME, LLC",500 W. Madison Street,Suite 2640,Chicago,IL,60661,United States,312-583-6024,312-583-4917      ,10/18/2012,Y
2011,4280,"Midwest Generation EME, LLC",440 S. LaSalle St. Suite 3500,,Chicago,IL,60605,United States,312-583-6032,312-583-4917      ,,Y
2011,4532,"Midwest Generation EME, LLC","440 S. LaSalle St., Suite 3500",,Chicago,IL,60605,United States,312-583-6024,312-583-4917      ,,Y
2013,4180,"Miguel A. Santiago Consulting, Inc.","900 Lee St., Ste. 507",,Des Plaines,IL,60016,United States,773-594-6497,773-594-6998        ,,Y
2012,4180,"Miguel A. Santiago Consulting, Inc.","900 Lee St., Ste. 507",,Des Plaines,IL,60016,United States,773-594-6497,773-594-6998        ,,Y
2011,4180,"Miguel A. Santiago Consulting, Inc.","900 Lee St., Ste. 507",,Des Plaines,IL,60016,United States,773-594-6497,773-594-6998        ,,Y
2015,12052,Miguel Santiago,7414 N. Octavia Avenue,,Chicago,IL,60631,United States,7735946997,7735946998,01/05/2015,Y
2012,4162,"Miller, Canfield, Paddock and Stone PLC","225 W. Washington St., Ste. 2600",,Chicago,IL,60606,United States,312-460-4210,312-460-4201      ,,Y
2011,4162,"Miller, Canfield, Paddock and Stone PLC","225 W. Washington St., Ste. 2600",,Chicago,IL,60606,United States,312-460-4210,312-460-4201      ,,Y
2015,4716,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2014,4716,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2013,4317,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2013,4716,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2012,4299,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2012,4317,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2012,4716,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2011,4299,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2011,4317,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2011,4716,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270      ,,Y
2012,4131,Milton Sees,3509 Benbrook Dr.,,Springfield,IL,62711,United States,217-801-1063,217-544-4026      ,,Y
2011,4131,Milton Sees,3509 Benbrook Dr.,,Springfield,IL,62711,United States,217-801-1063,217-544-4026      ,,Y
,7361,Milton Sees,3509 Benbrook Dr.,,Springfield,IL,62711,United States,217-801-1063,217-544-4026,01/15/2013,Y
,7362,Milton Sees,3509 Benbrook Dr.,,Springfield,IL,62711,United States,217-801-1063,217-544-4026,01/15/2013,Y
,7425,Milton Sees,3509 Benbrook Dr.,,Springfield,IL,62711,United States,217-801-1063,217-544-4026,01/16/2013,Y
2012,4833,"Miner, Barnhill & Galland, PC",14 W. Erie St.,,Chicago,IL,60654,United States,312-751-1170,312-751-9490      ,,Y
2011,4833,"Miner, Barnhill & Galland, PC",14 W. Erie St.,,Chicago,IL,60654,United States,312-751-1170,312-751-9490      ,,Y
2011,4863,Mitchell & Titus LLP,"1 Battery Park Plaza, 27th floor",,New York,NY,10004,United States,212-709-4500,212-709-4680        ,,Y
2015,12077,M & J Consulting LLC,1829 N Milwaukee,,Chicago,IL,60647,United States,312-283-5976,,01/15/2015,Y
2015,4089,MK Communications,350 W. Hubbard St. #200,,Chicago,IL,60610,United States,312-822-0505,312-822-0568       ,,Y
2014,4089,MK Communications,350 W. Hubbard St. #200,,Chicago,IL,60610,United States,312-822-0505,312-822-0568       ,,Y
2013,7524,MK Communications,350 W. Hubbard St. #200,,Chicago,IL,6065460610,United States,312-822-0505,312-822-0568       ,01/18/2013,Y
2012,4089,MK Communications,350 W. Hubbard St. #200,,Chicago,IL,60610,United States,312-822-0505,312-822-0568       ,,Y
2011,4089,MK Communications,350 W. Hubbard St. #200,,Chicago,IL,60610,United States,312-822-0505,312-822-0568       ,,Y
,11681,MK Communications,350 W. Hubbard St. #200,,Chicago,IL,60654,United States,312-822-0505,312-822-0568       ,10/15/2014,Y
2015,4527,MKM Services,308 Circle Avenue,,Forest Park ,IL,60130,United States,708-366-1250,708-366-1250,,Y
2014,4527,MKM Services,308 Circle Avenue,,Forest Park ,IL,60130,United States,708-366-1250,708-366-1250,,Y
2013,4527,MKM Services,308 Circle Avenue,,Forest Park ,IL,60130,United States,708-366-1250,708-366-1250,,Y
2012,4527,MKM Services,308 Circle Avenue,,Forest Park ,IL,60130,United States,708-366-1250,708-366-1250,,Y
2011,4527,MKM Services,308 Circle Avenue,,Forest Park ,IL,60130,United States,708-366-1250,708-366-1250,,Y
2012,4141,"Morgan Keegan & Co., Inc",Fifty N. Front St.,,Memphis TN,TN,38103,United States,901-579-4393,         ,,Y
2012,4472,"Morgan Keegan & Co., Inc",Fifty N. Front St.,,Memphis TN,TN,38103,United States,901-579-4393,      ,,Y
2012,4544,"Morgan Keegan & Co., Inc",Fifty N. Front St.,,Memphis TN,TN,38103,United States,901-579-4393,         ,,Y
2012,4663,"Morgan Keegan & Co., Inc","951 E. Byrd St., Ste. 930",,Richmond,VA,23219,United States,804-225-1147,      ,,Y
2011,4141,"Morgan Keegan & Co., Inc",Fifty N. Front St.,,Memphis TN,TN,38103,United States,901-579-4393,         ,,Y
2011,4472,"Morgan Keegan & Co., Inc",Fifty N. Front St.,,Memphis TN,TN,38103,United States,901-579-4393,      ,,Y
2011,4544,"Morgan Keegan & Co., Inc",Fifty N. Front St.,,Memphis TN,TN,38103,United States,901-579-4393,         ,,Y
2012,4113,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,,Y
2012,4292,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,,Y
2012,4672,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,,Y
2011,4113,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,,Y
2011,4292,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,,Y
2011,4672,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,,Y
2011,4799,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,,Y
2011,4820,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,,Y
2012,4315,Morgan Stanley & Co  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,,Y
2012,4585,Morgan Stanley & Co  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,,Y
2011,4315,Morgan Stanley & Co  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,,Y
2011,4745,Morgan Stanley & Co  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,,Y
2011,4800,Morgan Stanley & Co  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,       ,,Y
2011,4926,Morgan Stanley & Co  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,        ,,Y
2014,10861,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,   ,03/24/2014,Y
2012,6441,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,10/21/2012,Y
2012,6443,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450      ,10/21/2012,Y
2012,6444,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,10/21/2012,Y
2012,6445,Morgan Stanley & Co. LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,       ,10/21/2012,Y
2015,10241,Morgan Stanley & Co.  LLC,1585 Broadway,,New York,NY,10036,United States,(212) 761-4000,      ,01/16/2014,Y
2014,6442,Morgan Stanley & Co.  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,10/21/2012,Y
2014,10241,Morgan Stanley & Co.  LLC,1585 Broadway,,New York,NY,10036,United States,(212) 761-4000,      ,01/16/2014,Y
2013,6442,Morgan Stanley & Co.  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,10/21/2012,Y
2012,6442,Morgan Stanley & Co.  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,10/21/2012,Y
2012,4271,"Morgan Stanley & Co., LLC",1585 Broadway,,New York,NY,10036,United States,212-761-4000,       ,,Y
2011,4808,"Morgan Stanley & Co., LLC",1585 Broadway,,New York,NY,10036,United States,212-761-4000,   ,,Y
2011,4821,"Morgan Stanley & Co., LLC",1585 Broadway,,New York,NY,10036,United States,212-761-4000,      ,,Y
2015,12087,Morgan Stanley Infrastructure,1585 Broadway,,New York,NY,10036,United States,312-262-6840,,01/16/2015,Y
2015,12801,Morgan Stanley Investment Management Inc.,522 Fifth Avenue,,New York,NY,10036,United States,(212) 761-4000,,06/29/2015,Y
,8161,Morgan Stanley Investment Management Inc.,522 5th Avenue,,New York,NY,10036,United States,(212) 296-7126,,04/05/2013,Y
2014,4910,"Morgan Stanley Investment Management, Inc",1221 Avenue of the Americas,,New York,NY,10020,United States,212-762-6190,                  ,,Y
2013,4698,"Morgan Stanley Investment Management, Inc",1221 Avenue of the Americas,,New York,NY,10020,United States,212-762-6190,                   ,,Y
2012,4698,"Morgan Stanley Investment Management, Inc",1221 Avenue of the Americas,,New York,NY,10020,United States,212-762-6190,                   ,,Y
2011,4698,"Morgan Stanley Investment Management, Inc",1221 Avenue of the Americas,,New York,NY,10020,United States,212-762-6190,                   ,,Y
2011,4910,"Morgan Stanley Investment Management, Inc",1221 Avenue of the Americas,,New York,NY,10020,United States,212-762-6190,                  ,,Y
2012,4531,"Motorola, Inc",1303 E. Algonquin Rd.,,Schaumburg,IL,60196,United States,847-538-1955,847-538-1456      ,,Y
2011,4531,"Motorola, Inc",1303 E. Algonquin Rd.,,Schaumburg,IL,60196,United States,847-538-1955,847-538-1456      ,,Y
2013,8361,Motorola Mobility LLC,600 N U.S. Hwy 45,,Libertyville,IL,60048,United States,847-523-5000,847-523-4121,04/30/2013,Y
2013,9462,Motorola Mobility LLC,600 N U.S. Hwy 45,,Libertyville,IL,60048,United States,415-389-6800,415-388-6874,10/02/2013,Y
2014,10004,"Motorola Mobility, LLC",600 N U.S. Hwy 45,,Libertyville,IL,60048,United States,415-389-6800,415-388-6874,01/07/2014,Y
2015,10063,Motorola Solutions,224 South Michigan Ave,7th FL,Chicago,IL,60604,United States,708-785-8298,   ,01/09/2014,Y
2014,4582,Motorola Solutions,"1303 E. Algonquin Rd., 7th Flr",,Schaumburg,IL,60196,United States,847-576-5538,   ,,Y
2014,10063,Motorola Solutions,224 South Michigan Ave,7th FL,Chicago,IL,60604,United States,708-785-8298,   ,01/09/2014,Y
2013,4582,Motorola Solutions,"1303 E. Algonquin Rd., 7th Flr",,Schaumburg,IL,60196,United States,847-576-5538,   ,,Y
2012,4582,Motorola Solutions,"1303 E. Algonquin Rd., 7th Flr",,Schaumburg,IL,60196,United States,847-576-5538,   ,,Y
2013,9741,Muniply,1404 North Cleveland Avenue,,Chicago,IL,60610,United States,312-733-9802,,12/03/2013,Y
,7981,"Napier Park Global Capital, LLC","399 Park Avenue, 7th Floor",,New York,NY,10022,United States,212-559-0223,,03/11/2013,Y
2013,9581,"National Association of Tobacco Outlets, Inc.",15560 Boulder Pointe Road,,Minneapolis,MN,55347,United States,952-974-0075,,11/05/2013,Y
2013,8201,National Electrical Manufacturers Association,"1300 N. 17th Street, Suite 1752",,Rosslyn,VA,22209,United States,703-841-3200,703-841-5900,04/09/2013,Y
2014,11041,"Native American Energy,  LLC",14478W Cty. Hwy. E,,Stone Lake,WI,54876,United States,6082196814,608-277-1001,04/21/2014,Y
,6986,Neal Gerber & Eisenberg LLP,"2 North LaSalle, Ste. 1700",,Chicago,IL,60602,United States,312-269-5250,312-429-3530,01/07/2013,Y
,10189,Neal Gerber & Eisenberg LLP,2 North LaSalle Street,Suite 1700,Chicago,IL,60554,United States,312-269-5250,312-429-3530,01/14/2014,Y
2014,10185,"Neal, Gerber & Eisenberg, LLP",2 N. LaSalle Street,Suite 1700,Chicago,IL,60602,United States,312-269-5250,312-429-3530,01/14/2014,Y
2012,4602,"Neal, Gerber & Eisenberg, LLP","2 N. LaSalle St., Ste. 1700",,Chicago,IL,60602,United States,312-269-5250,312-429-3530      ,,Y
2011,4602,"Neal, Gerber & Eisenberg, LLP","2 N. LaSalle St., Ste. 1700",,Chicago,IL,60602,United States,312-269-5250,312-429-3530      ,,Y
2015,12001,"Neal & Leroy, LLC","120 N. LaSalle, Ste. 2600",,Chicago,IL,60602,United States,312-641-7144,312-641-5137       ,12/23/2014,Y
2014,4106,"Neal & Leroy, LLC","203 N. LaSalle, Ste. 2300",,Chicago,IL,60601,United States,312-641-7144,312-641-5137       ,,Y
